BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,STOCK_SELL_VALUE,CURRENCY,DATE,Quantity_KT_Inventory
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N3963A,226899,CNY,2024-06-30,0.111225
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N1781A,2805,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N4846A,2805,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N5117A,157080,CNY,2024-06-30,0.077
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N4502A,401115,CNY,2024-06-30,0.196625
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N6422A,911625,CNY,2024-06-30,0.446875
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N4113A,597465,CNY,2024-06-30,0.292875
2024-06-30,CHINA-WAREHOUSE,MAT-0092,N3963A,350625,CNY,2024-06-30,0.171875
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N3303A,100827,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N2823A,403767,CNY,2024-06-30,0.123675
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N1812A,210171,CNY,2024-06-30,0.0288
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N7886A,72165,CNY,2024-06-30,0.010625
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N4664A,50439,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N3053A,50490,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N7288A,151266,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N1812A,5610,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N7886A,2805,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N4664A,227205,CNY,2024-06-30,0.111375
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N8432A,384285,CNY,2024-06-30,0.188375
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N7288A,1200540,CNY,2024-06-30,0.5885
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N5459A,300135,CNY,2024-06-30,0.147125
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N9152A,861135,CNY,2024-06-30,0.422125
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N8979A,157080,CNY,2024-06-30,0.077
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N4063A,193545,CNY,2024-06-30,0.094875
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N5782A,201960,CNY,2024-06-30,0.099
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N8956A,151470,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N1976A,151470,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N3304A,100980,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0400,N6515A,201960,CNY,2024-06-30,0.099
2024-06-30,CHINA-WAREHOUSE,MAT-0208,M9353A,9433,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0418,M9128A,9433,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0418,M6566A,9433,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0418,M7434A,9433,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0379,E3104A,1160335,CNY,2024-06-30,0.397375
2024-06-30,CHINA-WAREHOUSE,MAT-0379,E7921A,72197,CNY,2024-06-30,0.024725
2024-06-30,CHINA-WAREHOUSE,MAT-0379,E9247A,329668,CNY,2024-06-30,0.1129
2024-06-30,CHINA-WAREHOUSE,MAT-0379,E7296A,453695,CNY,2024-06-30,0.155375
2024-06-30,CHINA-WAREHOUSE,MAT-0351,3409A,165402,CNY,2024-06-30,0.044225
2024-06-30,CHINA-WAREHOUSE,MAT-0351,5611A,81532,CNY,2024-06-30,0.0218
2024-06-30,CHINA-WAREHOUSE,MAT-0351,7652A,15428,CNY,2024-06-30,0.004125
2024-06-30,CHINA-WAREHOUSE,MAT-0351,3263A,5143,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0351,8457A,133331,CNY,2024-06-30,0.03565
2024-06-30,CHINA-WAREHOUSE,MAT-0351,5651A,205700,CNY,2024-06-30,0.055
2024-06-30,CHINA-WAREHOUSE,MAT-0351,4166A,5143,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0351,8185A,23936,CNY,2024-06-30,0.0064
2024-06-30,CHINA-WAREHOUSE,MAT-0351,4842B,25526,CNY,2024-06-30,0.006825
2024-06-30,CHINA-WAREHOUSE,MAT-0385,M2584B,0,CNY,2024-06-30,0.00065
2024-06-30,CHINA-WAREHOUSE,MAT-0150,P5297A,1485,CNY,2024-06-30,0.000375
2024-06-30,CHINA-WAREHOUSE,MAT-0150,P1963A,463320,CNY,2024-06-30,0.117
2024-06-30,CHINA-WAREHOUSE,MAT-0150,P5541A,196020,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0150,P5541A,706662,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P2678A,178,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P4984A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P4911A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P9491A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P1957A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P7427A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P9955A,575748,CNY,2024-06-30,0.08075
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P6508A,727260,CNY,2024-06-30,0.102
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P2996A,705870,CNY,2024-06-30,0.099
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P9631A,713,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P5834A,908719,CNY,2024-06-30,0.12745
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P6998A,181815,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P9631A,5449281,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P1495A,1817972,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P5542A,10695,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P9262A,716387,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P6055A,3636122,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0268,P5834A,363630,CNY,2024-06-30,0.051
2024-06-30,CHINA-WAREHOUSE,MAT-0263,M7495B,6084,CNY,2024-06-30,0.0009
2024-06-30,CHINA-WAREHOUSE,MAT-0276,5252A8860,2193,CNY,2024-06-30,0.001075
2024-06-30,CHINA-WAREHOUSE,MAT-0276,4075A3969,2703,CNY,2024-06-30,0.001325
2024-06-30,CHINA-WAREHOUSE,MAT-0276,3374A3111,84150,CNY,2024-06-30,0.04125
2024-06-30,CHINA-WAREHOUSE,MAT-0276,2070A3829,145860,CNY,2024-06-30,0.0715
2024-06-30,CHINA-WAREHOUSE,MAT-0276,1015A9632,128928,CNY,2024-06-30,0.0632
2024-06-30,CHINA-WAREHOUSE,MAT-0276,2164A9832,171105,CNY,2024-06-30,0.083875
2024-06-30,CHINA-WAREHOUSE,MAT-0276,1365A8603,11220,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0276,2411A3053,50490,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0276,3804A5641,47685,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0276,6354A4621,50490,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0276,3903A4443,30855,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0276,1466A8783,50490,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0276,2822A9952,120615,CNY,2024-06-30,0.059125
2024-06-30,CHINA-WAREHOUSE,MAT-0276,7724A8810,120615,CNY,2024-06-30,0.059125
2024-06-30,CHINA-WAREHOUSE,MAT-0276,8136A1401,69972,CNY,2024-06-30,0.0343
2024-06-30,CHINA-WAREHOUSE,MAT-0276,4049A6959,137445,CNY,2024-06-30,0.067375
2024-06-30,CHINA-WAREHOUSE,MAT-0276,8646A4806,100980,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0276,9271A1122,14025,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0386,1821A1128,48645,CNY,2024-06-30,0.023275
2024-06-30,CHINA-WAREHOUSE,MAT-0386,8979A2597,155183,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0386,9533A2024,2195,CNY,2024-06-30,0.00105
2024-06-30,CHINA-WAREHOUSE,MAT-0386,1695A8125,189459,CNY,2024-06-30,0.09065
2024-06-30,CHINA-WAREHOUSE,MAT-0386,2146A1919,106224,CNY,2024-06-30,0.050825
2024-06-30,CHINA-WAREHOUSE,MAT-0386,7074A9352,120698,CNY,2024-06-30,0.05775
2024-06-30,CHINA-WAREHOUSE,MAT-0386,2652A2410,48854,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0386,4340A4380,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0386,6119A4162,189511,CNY,2024-06-30,0.090675
2024-06-30,CHINA-WAREHOUSE,MAT-0386,6286A6582,31611,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0386,6805A8986,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0386,6281A9901,40233,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0386,2713A9397,198289,CNY,2024-06-30,0.094875
2024-06-30,CHINA-WAREHOUSE,MAT-0386,7631A8927,169551,CNY,2024-06-30,0.081125
2024-06-30,CHINA-WAREHOUSE,MAT-0386,1578A4063,135066,CNY,2024-06-30,0.064625
2024-06-30,CHINA-WAREHOUSE,MAT-0386,6801A5000,25864,CNY,2024-06-30,0.012375
2024-06-30,CHINA-WAREHOUSE,MAT-0380,2045A2314,2508,CNY,2024-06-30,0.0012
2024-06-30,CHINA-WAREHOUSE,MAT-0380,3728A6355,40233,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0380,7227A1242,37359,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0380,1464A5259,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0380,8668A3224,146561,CNY,2024-06-30,0.070125
2024-06-30,CHINA-WAREHOUSE,MAT-0380,7307A9695,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0380,4454A6981,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0055,8441A6028,2424,CNY,2024-06-30,0.000925
2024-06-30,CHINA-WAREHOUSE,MAT-0055,3405A2419,46833,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0055,9047A7243,3472,CNY,2024-06-30,0.001325
2024-06-30,CHINA-WAREHOUSE,MAT-0055,5190A2583,198138,CNY,2024-06-30,0.075625
2024-06-30,CHINA-WAREHOUSE,MAT-0055,8661A2417,154908,CNY,2024-06-30,0.059125
2024-06-30,CHINA-WAREHOUSE,MAT-0055,4386A8181,194535,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0055,9392A6839,212548,CNY,2024-06-30,0.081125
2024-06-30,CHINA-WAREHOUSE,MAT-0055,5388A3042,14410,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0055,8377A6131,205343,CNY,2024-06-30,0.078375
2024-06-30,CHINA-WAREHOUSE,MAT-0055,1242A8802,82858,CNY,2024-06-30,0.031625
2024-06-30,CHINA-WAREHOUSE,MAT-0055,4651A1567,14410,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0055,6369A6908,237765,CNY,2024-06-30,0.09075
2024-06-30,CHINA-WAREHOUSE,MAT-0055,2406A5027,64780,CNY,2024-06-30,0.024725
2024-06-30,CHINA-WAREHOUSE,MAT-0055,3313A3240,28755,CNY,2024-06-30,0.010975
2024-06-30,CHINA-WAREHOUSE,MAT-0055,7739A3684,190933,CNY,2024-06-30,0.072875
2024-06-30,CHINA-WAREHOUSE,MAT-0055,5109A4104,230560,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0055,3027A9696,158510,CNY,2024-06-30,0.0605
2024-06-30,CHINA-WAREHOUSE,MAT-0202,6749A5486,8159,CNY,2024-06-30,0.0041
2024-06-30,CHINA-WAREHOUSE,MAT-0202,2637A4058,5473,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0202,2088A8246,2438,CNY,2024-06-30,0.001225
2024-06-30,CHINA-WAREHOUSE,MAT-0202,2364A7813,30099,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0202,3473A5299,8060,CNY,2024-06-30,0.00405
2024-06-30,CHINA-WAREHOUSE,MAT-0202,9655A6374,19154,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0202,2377A5675,147758,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0007,7032A1944,157,CNY,2024-06-30,7.5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0007,6142A3599,135066,CNY,2024-06-30,0.064625
2024-06-30,CHINA-WAREHOUSE,MAT-0007,1656A7712,68866,CNY,2024-06-30,0.03295
2024-06-30,CHINA-WAREHOUSE,MAT-0007,8714A1039,60349,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0007,6690A9442,183816,CNY,2024-06-30,0.08795
2024-06-30,CHINA-WAREHOUSE,MAT-0007,7189A8908,17243,CNY,2024-06-30,0.00825
2024-06-30,CHINA-WAREHOUSE,MAT-0007,9953A1514,166521,CNY,2024-06-30,0.079675
2024-06-30,CHINA-WAREHOUSE,MAT-0007,3781A3273,1306,CNY,2024-06-30,0.000625
2024-06-30,CHINA-WAREHOUSE,MAT-0007,5834A8806,14369,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0007,2749A7818,163699,CNY,2024-06-30,0.078325
2024-06-30,CHINA-WAREHOUSE,MAT-0007,9756A6177,11495,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0007,7434A5730,22990,CNY,2024-06-30,0.011
2024-06-30,CHINA-WAREHOUSE,MAT-0007,1222A5384,166678,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0007,1960A5372,166678,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0007,8751A3837,91960,CNY,2024-06-30,0.044
2024-06-30,CHINA-WAREHOUSE,MAT-0007,1742A8640,80465,CNY,2024-06-30,0.0385
2024-06-30,CHINA-WAREHOUSE,MAT-0007,4233A2349,126445,CNY,2024-06-30,0.0605
2024-06-30,CHINA-WAREHOUSE,MAT-0007,8608A7116,109203,CNY,2024-06-30,0.05225
2024-06-30,CHINA-WAREHOUSE,MAT-0007,6476A4748,149278,CNY,2024-06-30,0.071425
2024-06-30,CHINA-WAREHOUSE,MAT-0007,5785A9734,103455,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0007,4064A2629,103455,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0007,2295A3138,155183,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0007,9200A1763,51728,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0007,4285A4082,143688,CNY,2024-06-30,0.06875
2024-06-30,CHINA-WAREHOUSE,MAT-0007,8530A8381,63223,CNY,2024-06-30,0.03025
2024-06-30,CHINA-WAREHOUSE,MAT-0007,4787A6732,186794,CNY,2024-06-30,0.089375
2024-06-30,CHINA-WAREHOUSE,MAT-0007,9000A3015,123571,CNY,2024-06-30,0.059125
2024-06-30,CHINA-WAREHOUSE,MAT-0317,R7052A,138364,CNY,2024-06-30,0.018825
2024-06-30,CHINA-WAREHOUSE,MAT-0317,S6066A,1050131,CNY,2024-06-30,0.142875
2024-06-30,CHINA-WAREHOUSE,MAT-0317,S4443A,1082104,CNY,2024-06-30,0.147225
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P6535A,4060,CNY,2024-06-30,0.000575
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P7395A,706,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P4713A,9884,CNY,2024-06-30,0.0013
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P5026A,9884,CNY,2024-06-30,0.0014
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P9706A,10061,CNY,2024-06-30,0.001325
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P9617A,706,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P4196A,10767,CNY,2024-06-30,0.001425
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P9069A,444780,CNY,2024-06-30,0.063
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P7298A,706,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P7500A,360060,CNY,2024-06-30,0.051
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P1532A,169440,CNY,2024-06-30,0.024
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P6351A,540090,CNY,2024-06-30,0.0764
2024-06-30,CHINA-WAREHOUSE,MAT-0323,P6351A,1800124,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0056,9694A,3053,CNY,2024-06-30,0.00055
2024-06-30,CHINA-WAREHOUSE,MAT-0056,3794A,1526,CNY,2024-06-30,0.000275
2024-06-30,CHINA-WAREHOUSE,MAT-0056,1426A,152625,CNY,2024-06-30,0.0275
2024-06-30,CHINA-WAREHOUSE,MAT-0056,5535A,686258,CNY,2024-06-30,0.12365
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7935A,99206,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,2379A,449411,CNY,2024-06-30,0.080975
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7642A,137363,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0056,5381A,412088,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0056,9113A,412088,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7465A,770756,CNY,2024-06-30,0.138875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7030A,190781,CNY,2024-06-30,0.034375
2024-06-30,CHINA-WAREHOUSE,MAT-0056,4674A,411949,CNY,2024-06-30,0.074225
2024-06-30,CHINA-WAREHOUSE,MAT-0056,1633A,274725,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0056,8962A,823759,CNY,2024-06-30,0.148425
2024-06-30,CHINA-WAREHOUSE,MAT-0056,9633A,686813,CNY,2024-06-30,0.12375
2024-06-30,CHINA-WAREHOUSE,MAT-0056,1226A,274725,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0056,4767A,618131,CNY,2024-06-30,0.111375
2024-06-30,CHINA-WAREHOUSE,MAT-0056,8246A,68681,CNY,2024-06-30,0.012375
2024-06-30,CHINA-WAREHOUSE,MAT-0056,3224A,160256,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7885A,526556,CNY,2024-06-30,0.094875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,8102A,160256,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,6829A,137363,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0056,8899A,587606,CNY,2024-06-30,0.105875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,7447A,770756,CNY,2024-06-30,0.138875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,4267A,221306,CNY,2024-06-30,0.039875
2024-06-30,CHINA-WAREHOUSE,MAT-0056,5874A,595238,CNY,2024-06-30,0.10725
2024-06-30,CHINA-WAREHOUSE,MAT-0056,3889A,137363,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0056,4808A,137363,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0387,6043B,0,CNY,2024-06-30,0.00195
2024-06-30,CHINA-WAREHOUSE,MAT-0387,6175B,0,CNY,2024-06-30,0.01885
2024-06-30,CHINA-WAREHOUSE,MAT-0206,V6782A,797589,CNY,2024-06-30,0.049725
2024-06-30,CHINA-WAREHOUSE,MAT-0206,V9179A,340850,CNY,2024-06-30,0.02125
2024-06-30,CHINA-WAREHOUSE,MAT-0206,V2597A,2005,CNY,2024-06-30,0.000125
2024-06-30,CHINA-WAREHOUSE,MAT-0324,V7598A,12562,CNY,2024-06-30,0.000925
2024-06-30,CHINA-WAREHOUSE,MAT-0324,V6452A,225428,CNY,2024-06-30,0.0166
2024-06-30,CHINA-WAREHOUSE,MAT-0324,V7863A,2121196,CNY,2024-06-30,0.1562
2024-06-30,CHINA-WAREHOUSE,MAT-0324,V5307A,2764209,CNY,2024-06-30,0.20355
2024-06-30,CHINA-WAREHOUSE,MAT-0084,S7819A,707135,CNY,2024-06-30,0.16445
2024-06-30,CHINA-WAREHOUSE,MAT-0084,S1530A,1359553,CNY,2024-06-30,0.316175
2024-06-30,CHINA-WAREHOUSE,MAT-0084,S9684A,1513278,CNY,2024-06-30,0.351925
2024-06-30,CHINA-WAREHOUSE,MAT-0084,S9684A,638550,CNY,2024-06-30,0.1485
2024-06-30,CHINA-WAREHOUSE,MAT-0084,S8748A,638550,CNY,2024-06-30,0.1485
2024-06-30,CHINA-WAREHOUSE,MAT-0318,R9214A,2795,CNY,2024-06-30,0.00065
2024-06-30,CHINA-WAREHOUSE,MAT-0318,S2436A,108,CNY,2024-06-30,2.5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0318,S3243A,531695,CNY,2024-06-30,0.12365
2024-06-30,CHINA-WAREHOUSE,MAT-0325,E2304A,3157,CNY,2024-06-30,0.0007
2024-06-30,CHINA-WAREHOUSE,MAT-0325,E6417A,669735,CNY,2024-06-30,0.1485
2024-06-30,CHINA-WAREHOUSE,MAT-0325,E3303A,476707,CNY,2024-06-30,0.1057
2024-06-30,CHINA-WAREHOUSE,MAT-0416,E4145A,113886,CNY,2024-06-30,0.000225
2024-06-30,CHINA-WAREHOUSE,MAT-0416,E5995A,10830,CNY,2024-06-30,0.002375
2024-06-30,CHINA-WAREHOUSE,MAT-0416,E1612A,451440,CNY,2024-06-30,0.099
2024-06-30,CHINA-WAREHOUSE,MAT-0416,E3094A,451440,CNY,2024-06-30,0.099
2024-06-30,CHINA-WAREHOUSE,MAT-0326,M1036A,48704,CNY,2024-06-30,0.017775
2024-06-30,CHINA-WAREHOUSE,MAT-0326,M9936A,112203,CNY,2024-06-30,0.04095
2024-06-30,CHINA-WAREHOUSE,MAT-0151,R9913A,226,CNY,2024-06-30,5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0151,R5222A,892755,CNY,2024-06-30,0.19795
2024-06-30,CHINA-WAREHOUSE,MAT-0151,R6876A,75768,CNY,2024-06-30,0.0168
2024-06-30,CHINA-WAREHOUSE,MAT-0151,R4779A,62576,CNY,2024-06-30,0.013875
2024-06-30,CHINA-WAREHOUSE,MAT-0428,R7762A,396880,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0428,R7924A,874376,CNY,2024-06-30,0.193875
2024-06-30,CHINA-WAREHOUSE,MAT-0428,R3390A,877646,CNY,2024-06-30,0.1946
2024-06-30,CHINA-WAREHOUSE,MAT-0428,R4624A,458667,CNY,2024-06-30,0.1017
2024-06-30,CHINA-WAREHOUSE,MAT-0015,R1353A,3721,CNY,2024-06-30,0.000825
2024-06-30,CHINA-WAREHOUSE,MAT-0015,R6289A,1579,CNY,2024-06-30,0.00035
2024-06-30,CHINA-WAREHOUSE,MAT-0015,R9995A,464756,CNY,2024-06-30,0.0783
2024-06-30,CHINA-WAREHOUSE,MAT-0015,R3738A,334868,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0015,S7448A,5750,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0015,S4916A,223245,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0015,R5404A,1674338,CNY,2024-06-30,0.37125
2024-06-30,CHINA-WAREHOUSE,MAT-0279,SCRAP,19469,CNY,2024-06-30,0.008577
2024-06-30,CHINA-WAREHOUSE,MAT-0294,SCRAP,3441,CNY,2024-06-30,0.001199
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M9336A,281,CNY,2024-06-30,7.5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M4250A,4208,CNY,2024-06-30,0.001125
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M7282A,77138,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M8181A,103505,CNY,2024-06-30,0.002925
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M9654B,5143,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M1382C,15428,CNY,2024-06-30,0.004125
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M2494B,92565,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M1658C,164560,CNY,2024-06-30,0.044
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M2299B,30855,CNY,2024-06-30,0.00825
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M4196A,10285,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M8046B,10285,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M9616C,128563,CNY,2024-06-30,0.034375
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M9310A,128563,CNY,2024-06-30,0.034375
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M8974C,92565,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M6757A,154275,CNY,2024-06-30,0.04125
2024-06-30,CHINA-WAREHOUSE,MAT-0327,M6220B,92565,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1514B,20196,CNY,2024-06-30,0.0054
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M7917A,935,CNY,2024-06-30,0.00025
