OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,DATE,Quantity_KT_Out
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,2024-07-04,0.009630000000000001
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,2024-07-04,0.0055
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00736,2024-07-04,0.0247
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,2024-07-04,0.01925
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00736,2024-07-04,5e-05
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0294,CST-00732,2024-07-04,0.0012
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00659,2024-07-04,0.0225
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00727,2024-07-04,5e-05
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,2024-07-04,0.00113
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00659,2024-07-04,0.0225
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00096,2024-07-04,0.00275
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,2024-07-04,0.02063
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,2024-07-04,0.0029300000000000003
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0282,CST-00732,2024-07-04,4e-05
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0187,CST-00732,2024-07-04,0.00015
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00080,2024-07-04,0.0011
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00080,2024-07-04,0.00138
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,2024-07-04,0.00413
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,2024-07-04,0.00038
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00080,2024-07-04,0.00688
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00080,2024-07-04,0.00138
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00510,2024-07-04,0.0255
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00038,2024-07-04,0.006
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-04,0.009630000000000001
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-04,0.009630000000000001
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-04,0.015130000000000001
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-04,0.015130000000000001
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00061,2024-07-04,0.012
2024-07-04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,2024-07-04,0.015
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00038,2024-07-05,0.0255
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,2024-07-05,0.0255
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00427,2024-07-05,0.0255
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00403,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00247,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00511,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00260,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0195,CST-00076,2024-07-05,0.01375
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00076,2024-07-05,0.011
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00260,2024-07-05,0.00825
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,2024-07-05,5e-05
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,2024-07-05,0.0165
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,2024-07-05,0.00825
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,2024-07-05,0.015130000000000001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,2024-07-05,0.009630000000000001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,2024-07-05,0.009630000000000001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,2024-07-05,0.015130000000000001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0008,CST-00737,2024-07-05,2.9999999999999997e-05
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00262,2024-07-05,0.003
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0217,CST-00738,2024-07-05,5e-05
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00672,2024-07-05,0.0001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,2024-07-05,0.022
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00103,2024-07-05,0.021
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,2024-07-05,0.00275
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,2024-07-05,0.0001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,2024-07-05,0.02465
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00672,2024-07-05,5e-05
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00672,2024-07-05,0.0001
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00487,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,2024-07-05,0.02475
2024-07-05,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00049,2024-07-05,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,2024-07-06,0.0255
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,2024-07-06,0.0255
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00105,2024-07-06,0.0255
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0377,CST-00739,2024-07-06,0.0255
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,2024-07-06,0.0255
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00158,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00056,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00740,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00555,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00729,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00729,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00729,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00356,2024-07-06,0.0165
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00204,2024-07-06,0.009
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00047,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00741,2024-07-06,0.00015
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00677,2024-07-06,0.023379999999999998
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00677,2024-07-06,0.00138
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00564,2024-07-06,0.0045
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0377,CST-00739,2024-07-06,0.0254
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0377,CST-00739,2024-07-06,0.0001
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00184,2024-07-06,0.00017999999999999998
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00184,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00742,2024-07-06,0.006
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00438,2024-07-06,0.018
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00014,2024-07-06,0.00688
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00138,2024-07-06,0.021
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00729,2024-07-06,0.02465
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00729,2024-07-06,0.0001
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00313,2024-07-06,0.015130000000000001
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00313,2024-07-06,0.009630000000000001
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00014,2024-07-06,0.01788
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00184,2024-07-06,0.0002
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00356,2024-07-06,0.009
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00184,2024-07-06,0.0002
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0114,CST-00025,2024-07-06,2.9999999999999997e-05
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,2024-07-06,0.02475
2024-07-06,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00363,2024-07-06,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00302,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00037,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00126,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00564,2024-07-08,0.0255
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00569,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00552,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00632,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00049,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00133,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00133,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00133,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00363,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00218,2024-07-08,0.0075
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00017,2024-07-08,0.0055
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00017,2024-07-08,0.00688
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,2024-07-08,0.00138
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,2024-07-08,0.023350000000000003
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,2024-07-08,2.9999999999999997e-05
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00139,2024-07-08,0.018
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00242,2024-07-08,0.018
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00080,2024-07-08,0.00275
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00333,2024-07-08,0.0045
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00025,2024-07-08,2.9999999999999997e-05
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00418,2024-07-08,0.011
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00217,2024-07-08,0.006
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,2024-07-08,0.01788
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,2024-07-08,0.00688
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00181,2024-07-08,0.003
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00102,2024-07-08,0.018
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00706,2024-07-08,0.011
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00706,2024-07-08,0.01375
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00115,2024-07-08,0.024730000000000002
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00080,2024-07-08,0.0008
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00080,2024-07-08,0.00115
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00080,2024-07-08,0.00285
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0383,CST-00080,2024-07-08,0.0015
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0103,CST-00080,2024-07-08,0.0025
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00080,2024-07-08,0.0004
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00080,2024-07-08,8e-05
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00181,2024-07-08,0.009
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00333,2024-07-08,0.012
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00181,2024-07-08,0.006
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00181,2024-07-08,0.0045
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,2024-07-08,0.02475
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00333,2024-07-08,0.006
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00102,2024-07-08,0.006
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00102,2024-07-08,0.0015
2024-07-08,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00181,2024-07-08,0.0025
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00037,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00037,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00017,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00422,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00045,2024-07-09,0.0255
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00108,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00050,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00661,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00051,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00743,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00113,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00052,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00049,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00169,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00169,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00086,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00017,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00017,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00017,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0392,CST-00744,2024-07-09,0.0005
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00277,2024-07-09,0.0055
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0392,CST-00745,2024-07-09,0.0005
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00746,2024-07-09,2.9999999999999997e-05
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00122,2024-07-09,0.003
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00122,2024-07-09,0.0225
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00493,2024-07-09,0.0055
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00723,2024-07-09,0.00055
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00723,2024-07-09,5e-05
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00337,2024-07-09,0.0001
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00337,2024-07-09,0.02465
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00054,2024-07-09,0.0165
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00054,2024-07-09,0.009
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00520,2024-07-09,0.00413
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00522,2024-07-09,0.00688
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0381,CST-00131,2024-07-09,0.011
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,2024-07-09,0.021
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,2024-07-09,0.0045
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00610,2024-07-09,0.0105
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00567,2024-07-09,0.021
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00379,2024-07-09,0.021
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00379,2024-07-09,0.0045
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,2024-07-09,0.0165
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,2024-07-09,0.00825
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,2024-07-09,0.01238
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,2024-07-09,0.0123
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,2024-07-09,8e-05
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0095,CST-00732,2024-07-09,0.00882
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0085,CST-00723,2024-07-09,0.0002
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00361,2024-07-09,0.02475
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0280,CST-00732,2024-07-09,0.00058
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00723,2024-07-09,0.0002
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00039,2024-07-09,0.006
2024-07-09,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00610,2024-07-09,0.015
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00179,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00676,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00747,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00210,2024-07-10,0.0255
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00403,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00002,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00277,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00277,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0320,CST-00513,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0388,CST-00748,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00749,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0388,CST-00748,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00113,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0018,CST-00050,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00050,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00149,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00180,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00049,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00035,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00487,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00487,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00086,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0018,CST-00050,2024-07-10,0.00825
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0320,CST-00393,2024-07-10,0.0055
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0320,CST-00393,2024-07-10,0.01925
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00662,2024-07-10,0.00275
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00662,2024-07-10,0.00825
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00025,2024-07-10,0.00045
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00025,2024-07-10,5e-05
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00002,2024-07-10,0.01788
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00002,2024-07-10,0.00413
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00002,2024-07-10,0.00275
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00158,2024-07-10,0.01375
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00750,2024-07-10,0.006
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0050,CST-00121,2024-07-10,0.01238
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0050,CST-00121,2024-07-10,0.01238
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-07-10,0.02475
2024-07-10,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00049,2024-07-10,0.00413
