INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,DATE,Quantity_KT_In
2024-06-09,CHINA-WAREHOUSE,MAT-0322,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0322,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0379,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0268,2024-06-09,25.5
2024-06-09,CHINA-WAREHOUSE,MAT-0268,2024-06-09,25.5
2024-06-09,CHINA-WAREHOUSE,MAT-0268,2024-06-09,25.5
2024-06-09,CHINA-WAREHOUSE,MAT-0268,2024-06-09,25.5
2024-06-09,CHINA-WAREHOUSE,MAT-0268,2024-06-09,25.5
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0084,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-06-09,CHINA-WAREHOUSE,MAT-0318,2024-06-09,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0315,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,12.375
2024-04-26,CHINA-WAREHOUSE,MAT-0092,2024-04-26,12.375
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-04-26,CHINA-WAREHOUSE,MAT-0400,2024-04-26,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,1.375
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0092,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0356,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0356,2024-05-06,2.75
2024-05-06,CHINA-WAREHOUSE,MAT-0356,2024-05-06,20.625
2024-05-06,CHINA-WAREHOUSE,MAT-0356,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0356,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,9.625
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,15.125
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,19.25
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,5.5
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,6.875
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,17.875
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,1.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,9.625
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,15.125
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,1.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,23.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,8.25
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,16.5
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,12.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,12.375
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-06,CHINA-WAREHOUSE,MAT-0112,2024-05-06,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,15.125
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,9.625
2024-04-24,CHINA-WAREHOUSE,MAT-0291,2024-04-24,2.75
2024-04-24,CHINA-WAREHOUSE,MAT-0291,2024-04-24,22.0
2024-04-24,CHINA-WAREHOUSE,MAT-0165,2024-04-24,19.25
2024-04-24,CHINA-WAREHOUSE,MAT-0165,2024-04-24,4.125
2024-05-03,CHINA-WAREHOUSE,MAT-0413,2024-05-03,22.0
2024-05-03,CHINA-WAREHOUSE,MAT-0413,2024-05-03,2.75
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,13.75
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,11.0
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,23.375
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,1.375
2024-05-18,CHINA-WAREHOUSE,MAT-0092,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0390,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0390,2024-05-18,4.125
2024-05-18,CHINA-WAREHOUSE,MAT-0390,2024-05-18,20.625
2024-05-18,CHINA-WAREHOUSE,MAT-0390,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0390,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,8.25
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,16.5
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-05-18,CHINA-WAREHOUSE,MAT-0112,2024-05-18,24.75
2024-04-24,CHINA-WAREHOUSE,MAT-0165,2024-04-24,9.625
2024-04-24,CHINA-WAREHOUSE,MAT-0165,2024-04-24,13.75
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,1.375
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,23.375
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,5.5
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,19.25
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,11.0
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,13.75
2024-05-23,CHINA-WAREHOUSE,MAT-0392,2024-05-23,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,17.875
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,6.875
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-05-04,CHINA-WAREHOUSE,MAT-0116,2024-05-04,19.25
2024-05-04,CHINA-WAREHOUSE,MAT-0116,2024-05-04,5.5
2024-05-04,CHINA-WAREHOUSE,MAT-0116,2024-05-04,6.875
2024-05-04,CHINA-WAREHOUSE,MAT-0116,2024-05-04,17.875
2024-05-07,CHINA-WAREHOUSE,MAT-0229,2024-05-07,23.375
2024-05-07,CHINA-WAREHOUSE,MAT-0229,2024-05-07,1.375
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0399,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0092,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,12.375
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,12.375
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-05-23,CHINA-WAREHOUSE,MAT-0112,2024-05-23,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,1.375
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,23.375
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-04-30,CHINA-WAREHOUSE,MAT-0400,2024-04-30,24.75
2024-04-30,CHINA-WAREHOUSE,MAT-0400,2024-04-30,24.75
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,19.25
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,5.5
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,2.75
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,22.0
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,5.5
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,19.25
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,6.875
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,17.875
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,23.1
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,1.275
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-10,CHINA-WAREHOUSE,MAT-0384,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0384,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0384,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0084,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0321,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0264,2024-06-10,24.75
2024-06-10,CHINA-WAREHOUSE,MAT-0322,2024-06-10,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0375,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0261,2024-06-15,25.5
2024-06-15,CHINA-WAREHOUSE,MAT-0264,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0264,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0264,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0264,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0322,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0322,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0322,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0322,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0322,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-06-15,CHINA-WAREHOUSE,MAT-0151,2024-06-15,24.75
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,24.725
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,24.75
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,12.375
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,12.375
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,24.75
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,24.75
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,24.75
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,18.0
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,7.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-07,CHINA-WAREHOUSE,MAT-0389,2024-06-07,25.5
2024-06-20,CHINA-WAREHOUSE,MAT-0382,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0382,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0382,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0382,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0382,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0137,2024-06-20,24.75
2024-06-20,CHINA-WAREHOUSE,MAT-0137,2024-06-20,24.75
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,1.35
2024-05-10,CHINA-WAREHOUSE,MAT-0413,2024-05-10,23.375
2024-05-13,CHINA-WAREHOUSE,MAT-0056,2024-05-13,24.75
2024-05-05,CHINA-WAREHOUSE,MAT-0092,2024-05-05,24.75
2024-05-05,CHINA-WAREHOUSE,MAT-0092,2024-05-05,24.75
2024-05-05,CHINA-WAREHOUSE,MAT-0092,2024-05-05,24.75
2024-05-28,CHINA-WAREHOUSE,MAT-0198,2024-05-28,12.375
2024-05-28,CHINA-WAREHOUSE,MAT-0198,2024-05-28,12.375
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,19.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,6.0
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0142,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,6.0
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,19.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,6.0
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,19.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0144,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,19.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,6.0
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,18.0
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,7.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,21.0
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,4.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0145,2024-06-16,25.5
2024-06-16,CHINA-WAREHOUSE,MAT-0382,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0382,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0382,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0382,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0265,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0265,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0265,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0265,2024-06-16,24.75
2024-06-16,CHINA-WAREHOUSE,MAT-0265,2024-06-16,24.75
